visit_id,cookie_id,page_id,event_type,sequence_number,event_time
cba960,71e764,11,1,11,20-03-2020 15:20
cba960,71e764,12,1,12,20-03-2020 15:20
cba960,71e764,13,3,13,20-03-2020 15:21
0ce082,501162,1,1,1,14-02-2020 15:22
0ce082,501162,2,1,2,14-02-2020 15:22
0ce082,501162,5,1,3,14-02-2020 15:23
0ce082,501162,5,2,4,14-02-2020 15:24
0ce082,501162,7,1,5,14-02-2020 15:25
0ce082,501162,9,1,6,14-02-2020 15:25
0ce082,501162,10,1,7,14-02-2020 15:25
0ce082,501162,10,2,8,14-02-2020 15:26
0ce082,501162,12,1,9,14-02-2020 15:27
0ce082,501162,13,3,10,14-02-2020 15:28
3d0bab,2a532c,1,1,1,23-02-2020 15:55
3d0bab,2a532c,2,1,2,23-02-2020 15:56
3d0bab,2a532c,4,1,3,23-02-2020 15:56
3d0bab,2a532c,4,2,4,23-02-2020 15:57
3d0bab,2a532c,6,1,5,23-02-2020 15:57
3d0bab,2a532c,6,2,6,23-02-2020 15:58
3d0bab,2a532c,7,1,7,23-02-2020 15:58
3d0bab,2a532c,8,1,8,23-02-2020 15:59
3d0bab,2a532c,12,1,9,23-02-2020 15:59
3d0bab,2a532c,13,3,10,23-02-2020 16:00
e8fd16,dee29e,1,1,1,15-02-2020 06:13
e8fd16,dee29e,5,1,2,15-02-2020 06:14
e8fd16,dee29e,5,2,3,15-02-2020 06:14
e8fd16,dee29e,6,1,4,15-02-2020 06:14
e8fd16,dee29e,6,2,5,15-02-2020 06:15
e8fd16,dee29e,7,1,6,15-02-2020 06:16
e8fd16,dee29e,7,2,7,15-02-2020 06:17
e8fd16,dee29e,8,1,8,15-02-2020 06:17
e8fd16,dee29e,8,2,9,15-02-2020 06:17
e8fd16,dee29e,9,1,10,15-02-2020 06:18
e8fd16,dee29e,9,2,11,15-02-2020 06:18
e8fd16,dee29e,10,1,12,15-02-2020 06:19
e8fd16,dee29e,10,2,13,15-02-2020 06:19
b26354,e972ab,1,1,1,09-02-2020 03:46
b26354,e972ab,4,1,2,09-02-2020 03:47
b26354,e972ab,4,2,3,09-02-2020 03:48
b26354,e972ab,6,1,4,09-02-2020 03:48
b26354,e972ab,6,2,5,09-02-2020 03:49
b26354,e972ab,7,1,6,09-02-2020 03:49
b26354,e972ab,11,1,7,09-02-2020 03:50
b26354,e972ab,12,1,8,09-02-2020 03:50
b26354,e972ab,13,3,9,09-02-2020 03:50
1ef2ef,7a53d4,1,1,1,14-02-2020 15:05
1ef2ef,7a53d4,3,1,2,14-02-2020 15:06
1ef2ef,7a53d4,4,1,3,14-02-2020 15:06
1ef2ef,7a53d4,4,2,4,14-02-2020 15:06
1ef2ef,7a53d4,5,1,5,14-02-2020 15:07
1ef2ef,7a53d4,5,2,6,14-02-2020 15:07
1ef2ef,7a53d4,6,1,7,14-02-2020 15:07
1ef2ef,7a53d4,7,1,8,14-02-2020 15:08
1ef2ef,7a53d4,7,2,9,14-02-2020 15:08
1ef2ef,7a53d4,8,1,10,14-02-2020 15:09
1ef2ef,7a53d4,8,2,11,14-02-2020 15:09
1ef2ef,7a53d4,9,1,12,14-02-2020 15:09
1ef2ef,7a53d4,11,1,13,14-02-2020 15:10
487859,7de4e2,1,1,1,22-01-2020 06:30
487859,7de4e2,2,1,2,22-01-2020 06:30
487859,7de4e2,3,1,3,22-01-2020 06:31
487859,7de4e2,7,1,4,22-01-2020 06:32
487859,7de4e2,11,1,5,22-01-2020 06:33
bf1015,06fafc,1,1,1,01-02-2020 19:37
bf1015,06fafc,2,1,2,01-02-2020 19:37
bf1015,06fafc,3,1,3,01-02-2020 19:38
bf1015,06fafc,3,2,4,01-02-2020 19:39
bf1015,06fafc,4,1,5,01-02-2020 19:39
bf1015,06fafc,7,1,6,01-02-2020 19:39
bf1015,06fafc,7,2,7,01-02-2020 19:40
bf1015,06fafc,8,1,8,01-02-2020 19:40
bf1015,06fafc,8,2,9,01-02-2020 19:41
bf1015,06fafc,10,1,10,01-02-2020 19:41
bf1015,06fafc,12,1,11,01-02-2020 19:42
8bfae4,e06515,1,1,1,23-01-2020 04:22
8bfae4,e06515,2,1,2,23-01-2020 04:22
8bfae4,e06515,4,1,3,23-01-2020 04:22
8bfae4,e06515,4,2,4,23-01-2020 04:22
8bfae4,e06515,6,1,5,23-01-2020 04:23
8bfae4,e06515,6,2,6,23-01-2020 04:24
8bfae4,e06515,10,1,7,23-01-2020 04:24
8bfae4,e06515,11,1,8,23-01-2020 04:24
8bfae4,e06515,11,2,9,23-01-2020 04:25
1f8d5a,300cc4,1,1,1,17-02-2020 18:52
1f8d5a,300cc4,4,1,2,17-02-2020 18:52
1f8d5a,300cc4,4,2,3,17-02-2020 18:53
1f8d5a,300cc4,5,1,4,17-02-2020 18:54
1f8d5a,300cc4,7,1,5,17-02-2020 18:55
1f8d5a,300cc4,8,1,6,17-02-2020 18:55
1f8d5a,300cc4,8,2,7,17-02-2020 18:55
1f8d5a,300cc4,10,1,8,17-02-2020 18:56
1f8d5a,300cc4,11,1,9,17-02-2020 18:56
1f8d5a,300cc4,11,2,10,17-02-2020 18:56
1f8d5a,300cc4,12,1,11,17-02-2020 18:57
1f8d5a,300cc4,13,3,12,17-02-2020 18:57
99b216,0fb544,1,1,1,29-01-2020 00:51
99b216,0fb544,5,1,2,29-01-2020 00:51
99b216,0fb544,5,2,3,29-01-2020 00:51
99b216,0fb544,6,1,4,29-01-2020 00:52
99b216,0fb544,6,2,5,29-01-2020 00:52
99b216,0fb544,7,1,6,29-01-2020 00:53
99b216,0fb544,7,2,7,29-01-2020 00:53
99b216,0fb544,9,1,8,29-01-2020 00:54
99b216,0fb544,9,2,9,29-01-2020 00:54
99b216,0fb544,11,1,10,29-01-2020 00:55
99b216,0fb544,11,2,11,29-01-2020 00:56
99b216,0fb544,12,1,12,29-01-2020 00:56
99b216,0fb544,13,3,13,29-01-2020 00:56
0df0db,7861c2,1,1,1,19-02-2020 00:52
0df0db,7861c2,4,1,2,19-02-2020 00:52
0df0db,7861c2,5,1,3,19-02-2020 00:53
0df0db,7861c2,5,2,4,19-02-2020 00:54
0df0db,7861c2,6,1,5,19-02-2020 00:54
0df0db,7861c2,10,1,6,19-02-2020 00:55
0df0db,7861c2,11,1,7,19-02-2020 00:56
0df0db,7861c2,11,2,8,19-02-2020 00:57
0df0db,7861c2,12,1,9,19-02-2020 00:58
bdd8a0,bc7f8c,1,1,1,23-03-2020 20:02
bdd8a0,bc7f8c,2,1,2,23-03-2020 20:02
bdd8a0,bc7f8c,5,1,3,23-03-2020 20:03
bdd8a0,bc7f8c,7,1,4,23-03-2020 20:04
bdd8a0,bc7f8c,8,1,5,23-03-2020 20:05
bdd8a0,bc7f8c,8,2,6,23-03-2020 20:06
bdd8a0,bc7f8c,9,1,7,23-03-2020 20:06
bdd8a0,bc7f8c,10,1,8,23-03-2020 20:06
bdd8a0,bc7f8c,12,1,9,23-03-2020 20:07
fa7cd9,c62387,1,1,1,12-02-2020 03:37
fa7cd9,c62387,2,1,2,12-02-2020 03:37
fa7cd9,c62387,5,1,3,12-02-2020 03:37
fa7cd9,c62387,5,2,4,12-02-2020 03:38
fa7cd9,c62387,9,1,5,12-02-2020 03:38
fa7cd9,c62387,10,1,6,12-02-2020 03:38
fa7cd9,c62387,10,2,7,12-02-2020 03:39
fa7cd9,c62387,11,1,8,12-02-2020 03:39
fa7cd9,c62387,11,2,9,12-02-2020 03:40
fa7cd9,c62387,12,1,10,12-02-2020 03:40
fa7cd9,c62387,13,3,11,12-02-2020 03:40
f42aac,26d52f,1,1,1,29-02-2020 20:19
f42aac,26d52f,2,1,2,29-02-2020 20:19
f42aac,26d52f,3,1,3,29-02-2020 20:20
f42aac,26d52f,3,2,4,29-02-2020 20:21
f42aac,26d52f,5,1,5,29-02-2020 20:21
f42aac,26d52f,6,1,6,29-02-2020 20:22
f42aac,26d52f,7,1,7,29-02-2020 20:22
f42aac,26d52f,7,2,8,29-02-2020 20:23
f42aac,26d52f,9,1,9,29-02-2020 20:23
f42aac,26d52f,9,2,10,29-02-2020 20:24
f42aac,26d52f,10,1,11,29-02-2020 20:24
f42aac,26d52f,11,1,12,29-02-2020 20:25
f42aac,26d52f,12,1,13,29-02-2020 20:26
f42aac,26d52f,13,3,14,29-02-2020 20:26
33839c,bfd1bf,1,1,1,28-01-2020 06:38
33839c,bfd1bf,2,1,2,28-01-2020 06:39
33839c,bfd1bf,5,1,3,28-01-2020 06:40
33839c,bfd1bf,8,1,4,28-01-2020 06:40
33839c,bfd1bf,8,2,5,28-01-2020 06:41
33839c,bfd1bf,9,1,6,28-01-2020 06:41
33839c,bfd1bf,10,1,7,28-01-2020 06:42
33839c,bfd1bf,12,1,8,28-01-2020 06:42
33839c,bfd1bf,13,3,9,28-01-2020 06:42
093a52,d47de2,1,1,1,19-03-2020 21:07
093a52,d47de2,2,1,2,19-03-2020 21:07
093a52,d47de2,3,1,3,19-03-2020 21:08
093a52,d47de2,4,1,4,19-03-2020 21:08
093a52,d47de2,4,2,5,19-03-2020 21:09
093a52,d47de2,5,1,6,19-03-2020 21:10
093a52,d47de2,10,1,7,19-03-2020 21:10
093a52,d47de2,10,2,8,19-03-2020 21:11
093a52,d47de2,11,1,9,19-03-2020 21:11
093a52,d47de2,12,1,10,19-03-2020 21:11
093a52,d47de2,13,3,11,19-03-2020 21:12
287ad1,6f0f86,1,1,1,20-03-2020 15:30
287ad1,6f0f86,2,1,2,20-03-2020 15:31
287ad1,6f0f86,3,1,3,20-03-2020 15:31
287ad1,6f0f86,3,2,4,20-03-2020 15:31
287ad1,6f0f86,4,1,5,20-03-2020 15:32
287ad1,6f0f86,4,2,6,20-03-2020 15:32
287ad1,6f0f86,5,1,7,20-03-2020 15:33
287ad1,6f0f86,5,2,8,20-03-2020 15:33
287ad1,6f0f86,6,1,9,20-03-2020 15:34
287ad1,6f0f86,6,2,10,20-03-2020 15:34
287ad1,6f0f86,9,1,11,20-03-2020 15:35
287ad1,6f0f86,9,2,12,20-03-2020 15:35
287ad1,6f0f86,12,1,13,20-03-2020 15:36
287ad1,6f0f86,13,3,14,20-03-2020 15:36
50417,97cf1d,1,1,1,18-04-2020 20:08
50417,97cf1d,2,1,2,18-04-2020 20:09
50417,97cf1d,3,1,3,18-04-2020 20:10
50417,97cf1d,3,2,4,18-04-2020 20:10
50417,97cf1d,7,1,5,18-04-2020 20:10
50417,97cf1d,8,1,6,18-04-2020 20:11
50417,97cf1d,11,1,7,18-04-2020 20:11
50417,97cf1d,12,1,8,18-04-2020 20:12
50417,97cf1d,13,3,9,18-04-2020 20:13
9afa21,7bfc53,1,1,1,21-02-2020 14:49
9afa21,7bfc53,2,1,2,21-02-2020 14:49
9afa21,7bfc53,4,1,3,21-02-2020 14:50
9afa21,7bfc53,6,1,4,21-02-2020 14:50
9afa21,7bfc53,7,1,5,21-02-2020 14:50
9afa21,7bfc53,8,1,6,21-02-2020 14:51
9afa21,7bfc53,8,2,7,21-02-2020 14:51
9afa21,7bfc53,9,1,8,21-02-2020 14:52
9afa21,7bfc53,11,1,9,21-02-2020 14:52
9afa21,7bfc53,12,1,10,21-02-2020 14:53
5b67e4,9f3a01,1,1,1,11-05-2020 16:35
5b67e4,9f3a01,2,1,2,11-05-2020 16:36
5b67e4,9f3a01,3,1,3,11-05-2020 16:36
5b67e4,9f3a01,5,1,4,11-05-2020 16:37
5b67e4,9f3a01,6,1,5,11-05-2020 16:37
5b67e4,9f3a01,9,1,6,11-05-2020 16:38
5b67e4,9f3a01,9,2,7,11-05-2020 16:38
5b67e4,9f3a01,12,1,8,11-05-2020 16:39
266b08,cb11e2,1,1,1,21-04-2020 13:27
266b08,cb11e2,2,1,2,21-04-2020 13:27
266b08,cb11e2,5,1,3,21-04-2020 13:27
266b08,cb11e2,7,1,4,21-04-2020 13:28
266b08,cb11e2,9,1,5,21-04-2020 13:29
266b08,cb11e2,11,1,6,21-04-2020 13:30
46f535,8f11c3,1,1,1,01-04-2020 12:36
46f535,8f11c3,2,1,2,01-04-2020 12:36
46f535,8f11c3,3,1,3,01-04-2020 12:37
46f535,8f11c3,5,1,4,01-04-2020 12:37
46f535,8f11c3,5,2,5,01-04-2020 12:38
46f535,8f11c3,8,1,6,01-04-2020 12:38
46f535,8f11c3,11,1,7,01-04-2020 12:38
46f535,8f11c3,12,1,8,01-04-2020 12:39
46f535,8f11c3,13,3,9,01-04-2020 12:39
cd39ec,182fc4,1,1,1,16-03-2020 10:38
cd39ec,182fc4,2,1,2,16-03-2020 10:39
cd39ec,182fc4,3,1,3,16-03-2020 10:39
cd39ec,182fc4,5,1,4,16-03-2020 10:39
cd39ec,182fc4,5,2,5,16-03-2020 10:40
cd39ec,182fc4,7,1,6,16-03-2020 10:40
cd39ec,182fc4,8,1,7,16-03-2020 10:40
cd39ec,182fc4,9,1,8,16-03-2020 10:41
cd39ec,182fc4,12,1,9,16-03-2020 10:41
b4178f,5d0d25,1,1,1,24-02-2020 06:45
b4178f,5d0d25,2,1,2,24-02-2020 06:46
b4178f,5d0d25,3,1,3,24-02-2020 06:46
b4178f,5d0d25,4,1,4,24-02-2020 06:47
b4178f,5d0d25,5,1,5,24-02-2020 06:47
b4178f,5d0d25,5,2,6,24-02-2020 06:47
b4178f,5d0d25,7,1,7,24-02-2020 06:47
b4178f,5d0d25,7,2,8,24-02-2020 06:48
b4178f,5d0d25,8,1,9,24-02-2020 06:48
b4178f,5d0d25,9,1,10,24-02-2020 06:49
b4178f,5d0d25,12,1,11,24-02-2020 06:49
b4178f,5d0d25,13,3,12,24-02-2020 06:50
a2ccd2,737d37,1,1,1,21-02-2020 08:28
a2ccd2,737d37,2,1,2,21-02-2020 08:28
a2ccd2,737d37,4,1,3,21-02-2020 08:29
a2ccd2,737d37,10,1,4,21-02-2020 08:30
2b86cf,730b0a,1,1,1,08-04-2020 10:11
2b86cf,730b0a,2,1,2,08-04-2020 10:12
2b86cf,730b0a,6,1,3,08-04-2020 10:12
2b86cf,730b0a,6,2,4,08-04-2020 10:13
2b86cf,730b0a,7,1,5,08-04-2020 10:13
2b86cf,730b0a,12,1,6,08-04-2020 10:13
2b86cf,730b0a,13,3,7,08-04-2020 10:13
428dca,cc15a8,1,1,1,06-04-2020 07:25
428dca,cc15a8,4,1,2,06-04-2020 07:26
428dca,cc15a8,4,2,3,06-04-2020 07:27
428dca,cc15a8,5,1,4,06-04-2020 07:27
428dca,cc15a8,5,2,5,06-04-2020 07:28
428dca,cc15a8,6,1,6,06-04-2020 07:28
428dca,cc15a8,8,1,7,06-04-2020 07:29
428dca,cc15a8,8,2,8,06-04-2020 07:30
428dca,cc15a8,10,1,9,06-04-2020 07:31
428dca,cc15a8,10,2,10,06-04-2020 07:32
428dca,cc15a8,11,1,11,06-04-2020 07:32
428dca,cc15a8,11,2,12,06-04-2020 07:33
428dca,cc15a8,12,1,13,06-04-2020 07:33
428dca,cc15a8,13,3,14,06-04-2020 07:33
62c1b6,b6aeb3,1,1,1,16-04-2020 12:46
62c1b6,b6aeb3,2,1,2,16-04-2020 12:47
62c1b6,b6aeb3,3,1,3,16-04-2020 12:47
62c1b6,b6aeb3,3,2,4,16-04-2020 12:48
62c1b6,b6aeb3,5,1,5,16-04-2020 12:48
62c1b6,b6aeb3,5,2,6,16-04-2020 12:49
62c1b6,b6aeb3,8,1,7,16-04-2020 12:49
62c1b6,b6aeb3,8,2,8,16-04-2020 12:50
62c1b6,b6aeb3,9,1,9,16-04-2020 12:51
62c1b6,b6aeb3,10,1,10,16-04-2020 12:51
62c1b6,b6aeb3,11,1,11,16-04-2020 12:51
62c1b6,b6aeb3,11,2,12,16-04-2020 12:52
62c1b6,b6aeb3,12,1,13,16-04-2020 12:53
62c1b6,b6aeb3,13,3,14,16-04-2020 12:53
51758f,10e60b,1,1,1,27-03-2020 08:04
51758f,10e60b,2,1,2,27-03-2020 08:04
51758f,10e60b,3,1,3,27-03-2020 08:04
51758f,10e60b,3,2,4,27-03-2020 08:05
51758f,10e60b,7,1,5,27-03-2020 08:05
51758f,10e60b,9,1,6,27-03-2020 08:06
51758f,10e60b,9,2,7,27-03-2020 08:07
51758f,10e60b,11,1,8,27-03-2020 08:08
51758f,10e60b,12,1,9,27-03-2020 08:08
51758f,10e60b,13,3,10,27-03-2020 08:09
c82e0c,0654dd,1,1,1,09-03-2020 00:43
c82e0c,0654dd,6,1,2,09-03-2020 00:43
c82e0c,0654dd,11,1,3,09-03-2020 00:43
c82e0c,0654dd,11,2,4,09-03-2020 00:43
918923,d1381a,1,1,1,23-04-2020 05:02
918923,d1381a,2,1,2,23-04-2020 05:02
918923,d1381a,4,1,3,23-04-2020 05:03
918923,d1381a,5,1,4,23-04-2020 05:03
918923,d1381a,6,1,5,23-04-2020 05:04
918923,d1381a,6,2,6,23-04-2020 05:04
918923,d1381a,11,1,7,23-04-2020 05:04
918923,d1381a,11,2,8,23-04-2020 05:05
918923,d1381a,12,1,9,23-04-2020 05:06
745c6c,c062a6,1,1,1,03-03-2020 22:56
745c6c,c062a6,3,1,2,03-03-2020 22:57
745c6c,c062a6,5,1,3,03-03-2020 22:57
745c6c,c062a6,5,2,4,03-03-2020 22:57
745c6c,c062a6,6,1,5,03-03-2020 22:58
745c6c,c062a6,6,2,6,03-03-2020 22:58
745c6c,c062a6,7,1,7,03-03-2020 22:58
745c6c,c062a6,12,1,8,03-03-2020 22:59
3c639c,d7ab2d,1,1,1,12-03-2020 20:52
3c639c,d7ab2d,2,1,2,12-03-2020 20:53
3c639c,d7ab2d,6,1,3,12-03-2020 20:53
3c639c,d7ab2d,7,1,4,12-03-2020 20:54
3c639c,d7ab2d,9,1,5,12-03-2020 20:54
3c639c,d7ab2d,9,2,6,12-03-2020 20:54
3c639c,d7ab2d,11,1,7,12-03-2020 20:54
3c639c,d7ab2d,12,1,8,12-03-2020 20:55
3c639c,d7ab2d,13,3,9,12-03-2020 20:55
49b6c5,ff589e,1,1,1,15-04-2020 08:27
49b6c5,ff589e,4,1,2,15-04-2020 08:28
49b6c5,ff589e,5,1,3,15-04-2020 08:28
49b6c5,ff589e,6,1,4,15-04-2020 08:29
49b6c5,ff589e,11,1,5,15-04-2020 08:30
49b6c5,ff589e,11,2,6,15-04-2020 08:31
49b6c5,ff589e,12,1,7,15-04-2020 08:31
49b6c5,ff589e,13,3,8,15-04-2020 08:32
1d9de5,21c1f3,1,1,1,09-02-2020 16:26
1d9de5,21c1f3,2,1,2,09-02-2020 16:27
1d9de5,21c1f3,7,1,3,09-02-2020 16:28
1d9de5,21c1f3,7,2,4,09-02-2020 16:28
1d9de5,21c1f3,11,1,5,09-02-2020 16:29
1d9de5,21c1f3,11,2,6,09-02-2020 16:29
1d9de5,21c1f3,12,1,7,09-02-2020 16:29
1d9de5,21c1f3,13,3,8,09-02-2020 16:29
7dfa28,2895d2,1,1,1,11-04-2020 06:51
7dfa28,2895d2,2,1,2,11-04-2020 06:51
7dfa28,2895d2,3,1,3,11-04-2020 06:52
7dfa28,2895d2,3,2,4,11-04-2020 06:53
7dfa28,2895d2,7,1,5,11-04-2020 06:53
7dfa28,2895d2,8,1,6,11-04-2020 06:53
7dfa28,2895d2,8,2,7,11-04-2020 06:54
7dfa28,2895d2,9,1,8,11-04-2020 06:55
7dfa28,2895d2,10,1,9,11-04-2020 06:55
7dfa28,2895d2,10,2,10,11-04-2020 06:55
7dfa28,2895d2,12,1,11,11-04-2020 06:55
335605,725803,1,1,1,24-02-2020 20:38
335605,725803,2,1,2,24-02-2020 20:38
335605,725803,3,1,3,24-02-2020 20:39
335605,725803,4,1,4,24-02-2020 20:40
335605,725803,5,1,5,24-02-2020 20:41
335605,725803,6,1,6,24-02-2020 20:41
335605,725803,7,1,7,24-02-2020 20:41
335605,725803,7,2,8,24-02-2020 20:42
335605,725803,10,1,9,24-02-2020 20:42
335605,725803,11,1,10,24-02-2020 20:43
335605,725803,11,2,11,24-02-2020 20:44
335605,725803,12,1,12,24-02-2020 20:44
335605,725803,13,3,13,24-02-2020 20:44
7964c7,e2fea1,1,1,1,22-02-2020 13:07
7964c7,e2fea1,2,1,2,22-02-2020 13:08
7964c7,e2fea1,3,1,3,22-02-2020 13:08
7964c7,e2fea1,4,1,4,22-02-2020 13:09
7964c7,e2fea1,5,1,5,22-02-2020 13:09
7964c7,e2fea1,7,1,6,22-02-2020 13:10
7964c7,e2fea1,10,1,7,22-02-2020 13:10
7964c7,e2fea1,11,1,8,22-02-2020 13:10
651a40,2d04f6,1,1,1,29-02-2020 10:33
651a40,2d04f6,2,1,2,29-02-2020 10:34
651a40,2d04f6,3,1,3,29-02-2020 10:35
651a40,2d04f6,4,1,4,29-02-2020 10:35
651a40,2d04f6,4,2,5,29-02-2020 10:35
651a40,2d04f6,10,1,6,29-02-2020 10:36
651a40,2d04f6,11,1,7,29-02-2020 10:36
651a40,2d04f6,11,2,8,29-02-2020 10:37
651a40,2d04f6,12,1,9,29-02-2020 10:38
330557,a5eabc,1,1,1,21-02-2020 23:43
330557,a5eabc,3,1,2,21-02-2020 23:43
330557,a5eabc,3,2,3,21-02-2020 23:44
330557,a5eabc,9,1,4,21-02-2020 23:44
330557,a5eabc,10,1,5,21-02-2020 23:44
330557,a5eabc,12,1,6,21-02-2020 23:45
330557,a5eabc,13,3,7,21-02-2020 23:46
c91b3c,bd3e41,1,1,1,22-03-2020 05:47
c91b3c,bd3e41,2,1,2,22-03-2020 05:47
c91b3c,bd3e41,6,1,3,22-03-2020 05:47
c91b3c,bd3e41,7,1,4,22-03-2020 05:48
c91b3c,bd3e41,9,1,5,22-03-2020 05:49
c91b3c,bd3e41,9,2,6,22-03-2020 05:49
c91b3c,bd3e41,11,1,7,22-03-2020 05:50
c91b3c,bd3e41,12,1,8,22-03-2020 05:50
c91b3c,bd3e41,13,3,9,22-03-2020 05:50
1c9400,5725df,1,1,1,22-03-2020 00:21
1c9400,5725df,2,1,2,22-03-2020 00:21
1c9400,5725df,3,1,3,22-03-2020 00:22
1c9400,5725df,3,2,4,22-03-2020 00:22
1c9400,5725df,4,1,5,22-03-2020 00:23
1c9400,5725df,4,2,6,22-03-2020 00:23
1c9400,5725df,7,1,7,22-03-2020 00:24
1c9400,5725df,8,1,8,22-03-2020 00:24
1c9400,5725df,9,1,9,22-03-2020 00:25
1c9400,5725df,10,1,10,22-03-2020 00:25
1c9400,5725df,12,1,11,22-03-2020 00:25
1c9400,5725df,13,3,12,22-03-2020 00:26
da20b9,cf0e35,1,1,1,03-03-2020 08:02
da20b9,cf0e35,2,1,2,03-03-2020 08:02
da20b9,cf0e35,3,1,3,03-03-2020 08:03
da20b9,cf0e35,3,2,4,03-03-2020 08:03
da20b9,cf0e35,4,1,5,03-03-2020 08:04
da20b9,cf0e35,4,2,6,03-03-2020 08:04
da20b9,cf0e35,7,1,7,03-03-2020 08:05
da20b9,cf0e35,8,1,8,03-03-2020 08:06
da20b9,cf0e35,8,2,9,03-03-2020 08:06
da20b9,cf0e35,10,1,10,03-03-2020 08:06
da20b9,cf0e35,10,2,11,03-03-2020 08:07
da20b9,cf0e35,11,1,12,03-03-2020 08:08
da20b9,cf0e35,11,2,13,03-03-2020 08:08
da20b9,cf0e35,12,1,14,03-03-2020 08:08
da20b9,cf0e35,13,3,15,03-03-2020 08:09
25e43f,0b2c22,1,1,1,17-04-2020 18:35
25e43f,0b2c22,2,1,2,17-04-2020 18:36
25e43f,0b2c22,7,1,3,17-04-2020 18:36
25e43f,0b2c22,7,2,4,17-04-2020 18:36
25e43f,0b2c22,8,1,5,17-04-2020 18:37
25e43f,0b2c22,8,2,6,17-04-2020 18:38
25e43f,0b2c22,12,1,7,17-04-2020 18:38
25e43f,0b2c22,13,3,8,17-04-2020 18:38
eabfa5,bf07c1,1,1,1,20-03-2020 20:39
eabfa5,bf07c1,2,1,2,20-03-2020 20:39
eabfa5,bf07c1,3,1,3,20-03-2020 20:40
eabfa5,bf07c1,6,1,4,20-03-2020 20:41
eabfa5,bf07c1,8,1,5,20-03-2020 20:41
eabfa5,bf07c1,8,2,6,20-03-2020 20:42
eabfa5,bf07c1,10,1,7,20-03-2020 20:42
eabfa5,bf07c1,11,1,8,20-03-2020 20:42
eabfa5,bf07c1,11,2,9,20-03-2020 20:43
d4607f,f4c5d6,1,1,1,21-03-2020 04:20
d4607f,f4c5d6,2,1,2,21-03-2020 04:21
d4607f,f4c5d6,4,1,3,21-03-2020 04:22
d4607f,f4c5d6,9,1,4,21-03-2020 04:22
d4607f,f4c5d6,10,1,5,21-03-2020 04:23
364c04,19450a,1,1,1,05-05-2020 05:42
364c04,19450a,2,1,2,05-05-2020 05:43
364c04,19450a,3,1,3,05-05-2020 05:44
364c04,19450a,3,2,4,05-05-2020 05:45
364c04,19450a,7,1,5,05-05-2020 05:45
364c04,19450a,12,1,6,05-05-2020 05:46
364c04,19450a,13,3,7,05-05-2020 05:46
315537,13b038,1,1,1,12-03-2020 15:18
315537,13b038,2,1,2,12-03-2020 15:19
315537,13b038,4,1,3,12-03-2020 15:20
315537,13b038,6,1,4,12-03-2020 15:21
315537,13b038,7,1,5,12-03-2020 15:21
315537,13b038,7,2,6,12-03-2020 15:22
315537,13b038,9,1,7,12-03-2020 15:23
315537,13b038,9,2,8,12-03-2020 15:24
315537,13b038,10,1,9,12-03-2020 15:25
315537,13b038,10,2,10,12-03-2020 15:25
315537,13b038,12,1,11,12-03-2020 15:26
315537,13b038,13,3,12,12-03-2020 15:27
15999c,718f49,1,1,1,15-03-2020 13:57
15999c,718f49,2,1,2,15-03-2020 13:58
15999c,718f49,3,1,3,15-03-2020 13:58
15999c,718f49,3,2,4,15-03-2020 13:58
15999c,718f49,6,1,5,15-03-2020 13:58
15999c,718f49,7,1,6,15-03-2020 13:59
15999c,718f49,9,1,7,15-03-2020 13:59
15999c,718f49,9,2,8,15-03-2020 13:59
15999c,718f49,11,1,9,15-03-2020 14:00
670a9f,569a46,1,1,1,19-03-2020 12:36
670a9f,569a46,2,1,2,19-03-2020 12:37
670a9f,569a46,3,1,3,19-03-2020 12:38
670a9f,569a46,3,2,4,19-03-2020 12:38
670a9f,569a46,4,1,5,19-03-2020 12:39
670a9f,569a46,4,2,6,19-03-2020 12:40
670a9f,569a46,8,1,7,19-03-2020 12:40
670a9f,569a46,9,1,8,19-03-2020 12:40
670a9f,569a46,9,2,9,19-03-2020 12:41
670a9f,569a46,10,1,10,19-03-2020 12:41
670a9f,569a46,10,2,11,19-03-2020 12:42
670a9f,569a46,11,1,12,19-03-2020 12:43
670a9f,569a46,12,1,13,19-03-2020 12:44
670a9f,569a46,13,3,14,19-03-2020 12:44
eb0355,f0259d,1,1,1,25-03-2020 10:32
eb0355,f0259d,2,1,2,25-03-2020 10:33
eb0355,f0259d,3,1,3,25-03-2020 10:33
eb0355,f0259d,3,2,4,25-03-2020 10:33
eb0355,f0259d,4,1,5,25-03-2020 10:34
eb0355,f0259d,4,2,6,25-03-2020 10:35
eb0355,f0259d,5,1,7,25-03-2020 10:35
eb0355,f0259d,5,2,8,25-03-2020 10:35
eb0355,f0259d,9,1,9,25-03-2020 10:36
eb0355,f0259d,9,2,10,25-03-2020 10:36
eb0355,f0259d,12,1,11,25-03-2020 10:37
c4057e,a5391b,1,1,1,17-03-2020 18:00
c4057e,a5391b,3,1,2,17-03-2020 18:01
c4057e,a5391b,3,2,3,17-03-2020 18:01
c4057e,a5391b,5,1,4,17-03-2020 18:02
c4057e,a5391b,10,1,5,17-03-2020 18:03
c4057e,a5391b,12,1,6,17-03-2020 18:04
c4057e,a5391b,13,3,7,17-03-2020 18:04
afeea1,d0b56a,1,1,1,03-02-2020 23:51
afeea1,d0b56a,2,1,2,03-02-2020 23:52
afeea1,d0b56a,3,1,3,03-02-2020 23:53
